text,value
"	O
από	O
την	O
Καμεράτα	B-ORG
αύριο	O
,	O
Σάββατο	B-DATE
,	O
στο	O
Ηρώδειο	B-FAC
.	O

Επίσης	O
,	O
ο	O
συντονισμός	O
μεταξύ	O
των	O
χωρών	O
της	O
Βαλκανικής	B-LOC
καθίσταται	O
όλο	O
και	O
πιο	O
σημαντικός	O
μετά	O
και	O
τη	O
νέα	O
θετική	O
δυναμική	O
που	O
δημιουργούν	O
στην	O
περιοχή	O
οι	O
τελευταίες	O
εξελίξεις	O
,	O
όπως	O
:	O

Με	O
λίγα	O
λόγια	O
,	O
γνώριζε	O
ότι	O
αυτό	O
που	O
ενδιέφερε	O
τους	O
ανθρώπους	O
ήταν	O
«	O
το	O
μυστήριο	O
του	O
θανάτου	O
και	O
της	O
ανάστασής	O
του	O
»	O
και	O
γι	O
αυτό	O
δεν	O
τον	O
ενδιέφερε	O
τον	O
ίδιο	O
τόσο	O
η	O
πεμπτουσία	O
της	O
«	O
διδασκαλίας	O
του	O
Ιησού	B-PERSON
,	O
που	O
ήταν	O
η	O
Διδασκαλία	O
της	O
Αγάπης	O
»	O
,	O
αλλά	O
η	O
δημιουργία	O
του	O
μύθου	O
,	O
μεταμορφώνοντας	O
έτσι	O
τον	O
Ιησού	B-PERSON
σε	O
ένα	B-CARDINAL
μυθικό	O
ήρωα	O
που	O
πεθαίνει	O
και	O
ανασταίνεται	O
»	O
,	O
όπως	O
όλοι	O
οι	O
προηγούμενοι	O
θεοί	O
πριν	O
απ’	O
αυτόν	O
(	O
Βλέπε	O
Μίθρα	O
,	O
Διόνυσο	O
,	O
κ.α.	O
)	O
.	O

Ούτε	O
καν	O
να	O
το	O
βελτιώσουμε	O
–	O
για	O
αυτό	O
62	B-CARDINAL
άνθρωποι	O
στον	O
κόσμο	O
κατέχουν	O
περισσότερο	O
πλούτο	O
από	O
ότι	O
ο	O
μισός	O
πλανήτης	O
.	O

Σύμφωνα	O
με	O
συντηρητικές	O
εκτιμήσεις	O
,	O
έπειτα	O
από	O
δύο	B-DATE
εβδομάδες	I-DATE
η	O
VO2	O
max	O
μπορεί	O
να	O
σημειώσει	O
πτώση	O
και	O
να	O
πέσει	O
περαιτέρω	O
στο	O
επόμενο	O
διάστημα	O
:	O
περίπου	O
15%	B-PERCENT
κάτω	O
,	O
έπειτα	O
από	O
έναν	B-DATE
μήνα	I-DATE
αποχής	O
-	O
20%	B-PERCENT
έπειτα	O
από	O
τρεις	B-DATE
μήνες	I-DATE
.	O

Το	O
1992	B-DATE
αναγορεύτηκε	O
καθηγητής	O
της	O
Ιστορίας	O
της	O
Τέχνης	O
στο	O
Τμήμα	O
Θεατρικών	O
Σπουδών	O
της	O
Φιλοσοφικής	O
Σχολής	O
του	O
Πανεπιστημίου	B-ORG
Αθηνών	I-ORG
,	O
ενώ	O
το	O
2000	B-DATE
τιμήθηκε	O
από	O
την	O
Ακαδημία	B-ORG
Αθηνών	I-ORG
με	O
Αργυρό	B-WORK_OF_ART
Μετάλλιο	I-WORK_OF_ART
,	O
ενώ	O
στο	O
Μουσείο	B-ORG
Μπενάκη	I-ORG
απονεμήθηκε	O
το	O
«	O
Χρυσό	B-WORK_OF_ART
Μετάλλιο	I-WORK_OF_ART
»	O
.	O

Περισσότερες	O
πληροφορίες	O
μπορεί	O
να	O
βρει	O
κανείς	O
στην	O
ιστοσελίδα	O
του	O
ΕΑΠ	B-ORG
για	O
τη	O
Δημόσια	O
Ιστορία	O
(	O
http://bit.ly/2C28Fhd	O
)	O
.	O

«	O
Αποφασίσαμε	O
να	O
προχωρήσουμε	O
σε	O
νομοθετική	O
ρύθμιση	O
,	O
για	O
να	O
μπορούμε	O
από	O
το	O
Πράσινο	B-ORG
Ταμείο	I-ORG
να	O
εξασφαλίσουμε	O
τη	O
σταθερότητα	O
των	O
πιστώσεων	O
και	O
συμφωνήσαμε	O
να	O
γίνει	O
-με	O
πρωτοβουλία	O
μας	O
-	O
μια	B-CARDINAL
σύσκεψη	O
το	O
πρώτο	B-ORDINAL
10ήμερο	B-DATE
του	O
Γενάρη	B-DATE
με	O
τον	O
κ.	O
Σκουρλέτη	B-PERSON
και	O
τον	O
κ.	O
Τσιρώνη	B-PERSON
,	O
για	O
να	O
δώσουμε	O
λύση	O
σε	O
αυτό	O
το	O
ζήτημα	O
»	O
,	O
δήλωσε	O
χθες	B-DATE
ο	O
κ.	O
Κουρουμπλής	B-PERSON
.	O

Σύμφωνα	O
με	O
το	O
δημοσίευμα	O
η	O
μια	B-CARDINAL
από	O
τις	O
απόπειρες	O
δωροδοκίας	O
απέτυχε	O
όταν	O
Έλληνας	B-NORP
αξιωματικός	O
ανέφερε	O
το	O
περιστατικό	O
στους	O
ανωτέρους	O
του	O
.	O

Στην	O
πώληση	O
30	B-CARDINAL
ελικοπτέρων	O
Τ129	B-PRODUCT
επιθετικού	O
τύπου	O
στο	O
Πακιστάν	B-GPE
θα	O
προχωρήσει	O
η	O
Τουρκία	B-GPE
,	O
σύμφωνα	O
με	O
πληροφορίες	O
που	O
μεταδίδει	O
το	O
Reuters	B-ORG
.	O

γ	O
)	O
Η	O
εγκατάσταση	O
των	O
νέων	O
αρχών	O
θα	O
γίνει	O
την	O
1η	B-DATE
Σεπτεμβρίου	I-DATE
2019	I-DATE
και	O
η	O
θητεία	O
τους	O
λήγει	O
την	O
31η	B-DATE
Δεκεμβρίου	I-DATE
2023	I-DATE
και	O
λογίζεται	O
πλήρης	O
για	O
όλες	O
τις	O
συνέπειες	O
.	O

«	O
Στα	O
ίχνη	O
του	O
χαμένου	O
τηλεσκοπίου	O
»	O
παιχνίδι	O
θησαυρού	O
από	O
το	O
Εθνικό	B-ORG
Αστεροσκοπείο	I-ORG
Αθηνών	I-ORG

Μέχρι	O
στιγμής	O
έχουν	O
εξιχνιασθεί	O
16	B-CARDINAL
περιπτώσεις	O
κλοπών	O
,	O
σε	O
διάφορες	O
περιοχές	O
της	O
Αττικής	B-GPE
,	O
εκ	O
των	O
οποίων	O
13	B-CARDINAL
από	O
Σχολικά	O
κτίρια	O
,	O
μία	O
από	O
φροντιστήριο	O
,	O
μία	O
από	O
κολυμβητήριο	O
και	O
μία	O
από	O
κατάστημα	O
.	O

Η	O
μπροστινή	O
κάμερα	O
έχει	O
ανάλυση	O
7MP	B-QUANTITY
.	O

Παναθηναϊκός	B-ORG
:	O
Σίνγκλετον	B-PERSON
9	B-CARDINAL
,	O
Γκιστ	B-PERSON
11	B-CARDINAL
,	O
Λοτζέσκι	B-PERSON
12	B-CARDINAL
,	O
Καλάθης	B-PERSON
9	B-CARDINAL
,	O
Αντετοκούνμπο	B-PERSON
4	B-CARDINAL
,	O
Ρίβερς	B-PERSON
6	B-CARDINAL
,	O
Τζέιμς	B-PERSON
18	B-CARDINAL
,	O
Παππάς	B-PERSON
13	B-CARDINAL
,	O
Βουγιούκας	B-PERSON
2	B-CARDINAL
,	O
Λεκαβίτσιους	B-PERSON
,	O
Όγκαστ	B-PERSON
,	O
Μήτογλου	B-PERSON
.	O

Αυτό	O
είχε	O
ως	O
αποτέλεσμα	O
το	O
τηλεσκόπιο	O
να	O
αλλάζει	O
πια	O
κάθε	O
τρεις	B-DATE
μήνες	I-DATE
περίπου	O
το	O
οπτικό	O
πεδίο	O
του	O
στον	O
ουρανό	O
.	O

Η	O
ηθοποιός	O
Κατρίν	B-PERSON
Ντενέβ	I-PERSON
,	O
ο	O
ζωγράφος	O
Πιέρ	B-PERSON
Αλεσίνσκι	I-PERSON
και	O
ο	O
αρχιτέκτονας	O
Κριστιάν	B-PERSON
ντε	I-PERSON
Πορτζαμπάρκ	I-PERSON
συμπεριλαμβάνονται	O
στους	O
νικητές	O
του	O
30ού	B-EVENT
Praemium	I-EVENT
Imperiale	I-EVENT
,	O
του	O
βραβείου	O
που	O
θεωρείται	O
το	O
«	O
Νόμπελ	B-EVENT
των	I-EVENT
Τεχνών	I-EVENT
»	O
και	O
τιμά	O
κάθε	B-DATE
χρόνο	I-DATE
πέντε	B-CARDINAL
καλλιτέχνες	O
,	O
από	O
τους	O
οποίους	O
εφέτος	B-DATE
τρεις	B-CARDINAL
είναι	O
Γάλλοι	B-NORP
.	O

Τόσο	O
για	O
τη	O
νευτώνεια	O
δυναμική	O
όσο	O
και	O
για	O
τη	O
σχετικιστική	O
φυσική	O
ο	O
χρόνος	O
δεν	O
είναι	O
δημιουργική	O
δύναμη	O
αλλά	O
μόνο	O
μία	B-CARDINAL
επιπλέον	O
διάσταση	O
στη	O
μαθηματική	O
περιγραφή	O
της	O
κίνησης	O
των	O
υλικών	O
σωμάτων	O
,	O
η	O
οποία	O
μπορεί	O
να	O
παίρνει	O
είτε	O
θετικές	O
είτε	O
αρνητικές	O
τιμές	O
(	O
η	O
χρονική	O
αντιστροφή	O
από	O
το	O
t	O
στο	O
-t	O
)	O
.	O

που	O
δεν	O
διστάζει	O
να	O
σηκώσει	O
θύελλα	O
αντιδράσεων	O
στο	O
εσωτερικό	O
της	O
νεοσύστατης	O
παράταξης	O
,	O
που	O
σχεδόν	O
ταυτίζεται	O
σε	O
ρητορική	O
και	O
κατεύθυνση	O
με	O
τη	O
Ν.Δ.	B-ORG
και	O
παράλληλα	O
τσαλακώνει	O
κάθε	O
ίχνος	O
προοδευτισμού	O
και	O
μεταρρυθμιστικής	O
διάθεσης	O
που	O
όπως	O
ισχυρίζεται	O
διαπνέει	O
το	O
εγχείρημα	O
;	O

Τα	O
μίνι	O
φορέματά	O
της	O
(	O
σειρά	O
«	O
Μίμησις	B-WORK_OF_ART
»	O
)	O
,	O
που	O
φέρνουν	O
στον	O
νου	O
κορσέ	O
,	O
σχεδιάστηκαν	O
στη	O
βάση	O
γραφήματος	O
των	O
κυμάτων	O
ήχου	O
των	O
πουλιών	O
.	O

Συντονίζεται	O
παγκοσμίως	O
από	O
το	O
Δίκτυο	B-ORG
Ημέρας	I-ORG
της	I-ORG
Γης	I-ORG
(	O
Earth	B-ORG
Day	I-ORG
Network	I-ORG
)	O
και	O
εορτάζεται	O
σε	O
περισσότερες	O
από	O
175	B-CARDINAL
χώρες	O
κάθε	O
χρόνο	O
.	O

Ο	O
Γιώργος	B-PERSON
Παπαγιάννης	I-PERSON
γεννήθηκε	O
στο	O
Μαρούσι	B-GPE
στις	O
3	B-DATE
Ιουλίου	I-DATE
1997	I-DATE
,	O
έχει	O
ύψος	O
2.18μ	B-QUANTITY
.	O

Σύμφωνα	O
με	O
ανακοίνωση	O
του	O
Υπουργού	O
Δικαιοσύνης	O
,	O
Διαφάνειας	O
και	O
Ανθρωπίνων	O
Δικαιωμάτων	O
,	O
Σταύρου	B-PERSON
Κοντονή	I-PERSON
,	O
διαβιβάστηκε	O
σήμερα	B-DATE
στον	O
Πρόεδρο	O
της	O
Βουλής	B-ORG
η	O
δικογραφία	O
που	O
αφορά	O
αυτό	O
το	O
σκέλος	O
της	O
έρευνας	O
του	O
ΚΕΕΛΠΝΟ	B-ORG
.	O

JUMBO	B-ORG
:	O
14,500	B-MONEY
ευρώ	I-MONEY
(	O
+1,40%	B-PERCENT
)	O

Το	O
εικαστικό	O
αυτό	O
αφιέρωμα	O
θα	O
πλαισιώσει	O
ο	O
δίγλωσσος	O
συνοδευτικός	O
κατάλογος	O
284	B-CARDINAL
σελίδων	O
,	O
τον	O
οποίο	O
θα	O
εκδώσει	O
η	O
Μικρή	B-ORG
Άρκτος	I-ORG
.	O

Το	O
έργο	O
,	O
με	O
συνολικό	O
προϋπολογισμό	O
17	B-MONEY
εκατ.	I-MONEY
ευρώ	I-MONEY
,	O
συγχρηματοδοτείται	O
στο	O
μεγαλύτερο	O
μέρος	O
του	O
από	O
την	O
Ευρωπαϊκή	B-ORG
Επιτροπή	I-ORG
και	O
το	O
Πράσινο	B-ORG
Ταμείο	I-ORG
.	O

Ποιο	O
είναι	O
το	O
κλίμα	O
στην	O
Ελλάδα	B-GPE
;	O
Μπορεί	O
να	O
ευδοκιμήσει	O
μία	O
ιδέα	O
και	O
να	O
πετύχει	O
εύκολα	O
μία	O
startup	O
επιχείρηση	O
;	O

Επίσης	O
,	O
κατέθεσε	O
έγγραφα	O
που	O
δείχνουν	O
ότι	O
οι	O
διαπραγματευτές	O
της	O
ΝΔ	B-ORG
χαρακτήριζαν	O
θετικό	O
το	O
όνομα	O
Σκόπια-Μακεδονία	B-GPE
στον	O
Μάθιου	B-PERSON
Νίμιτς	I-PERSON
αλλά	O
μετά	O
από	O
τρία	B-DATE
χρόνια	I-DATE
του	O
δήλωσαν	O
ότι	O
δεν	O
θα	O
το	O
αποδεχτούν	O
λόγω	O
εκλογών	O
.	O

Ο	O
αρμόδιος	O
αντιπεριφερειάρχης	O
Χ.	B-PERSON
Τζιόκας	I-PERSON
ανακοίνωσε	O
ότι	O
η	O
περιφέρεια	O
έχει	O
εξασφαλίσει	O
κονδύλι	O
700.000	B-MONEY
ευρώ	I-MONEY
για	O
τη	O
χρηματοδότηση	O
έργων	O
που	O
θα	O
υποδείξει	O
ο	O
φορέας	O
διαχείρισης	O
του	O
πάρκου	O
.	O

Φανταστείτε	O
την	O
Αντιγόνη	B-PERSON
έφηβη	O
να	O
τα	O
βάζει	O
με	O
την	O
οικογένειά	O
της	O
.	O

Ο	O
Τραμπ	B-PERSON
συνεχάρη	O
τη	O
Γαλλία	B-ORG
για	O
τη	O
νίκη	O
της	O
στο	O
Μουντιάλ	B-EVENT

Έτσι	O
,	O
ο	O
Σέρβος	B-NORP
σέντερ	O
θα	O
συνεχίσει	O
να	O
προσφέρει	O
τις	O
υπηρεσίες	O
του	O
στον	O
Ολυμπιακό	B-ORG
,	O
στον	O
οποίο	O
«	O
μετακόμισε	O
»	O
το	O
καλοκαίρι	B-DATE
του	O
2015	B-DATE
,	O
προερχόμενος	O
από	O
την	O
Παρτιζάν	B-ORG
Βελιγραδίου	B-GPE
.	O

Ο	O
Μιχάλης	B-PERSON
Σπανόπουλος	I-PERSON
δεσμεύτηκε	O
ότι	O
σε	O
περίπου	O
20	B-DATE
μέρες	I-DATE
οι	O
ακτές	O
της	O
Σαλαμίνας	B-GPE
θα	O
είναι	O
πιο	O
καθαρές	O
απ’	O
ό	O
,	O
τι	O
ήταν	O
πριν	O
από	O
το	O
ναυάγιο	O
και	O
επικαλέστηκε	O
το	O
προηγούμενο	O
που	O
έχει	O
η	O
εταιρεία	O
του	O
από	O
την	O
επιτυχή	O
απορρύπανση	O
των	O
ακτών	O
της	O
Μυκόνου	B-GPE
.	O

Ντράγκι	B-PERSON
:	O
Η	O
συμφωνία	O
βελτιώνει	O
τη	O
βιωσιμότητα	O
του	O
χρέους	O
|	O
naftemporiki.gr	B-ORG

·	O
σε	O
καφέ-πιτσαρία	O
,	O
τρεις	B-CARDINAL
παραβάσεις	O
της	O
ασφαλιστικής	O
νομοθεσίας	O
.	O

Εκεί	O
ζούσε	O
με	O
τους	O
γονείς	O
,	O
τον	O
νεότερο	O
αδελφό	O
του	O
και	O
περίπου	O
25	B-CARDINAL
γάτες	O
-	O
κάτι	O
που	O
προφανώς	O
τον	O
επηρέασε	O
.	O

«	O
Η	O
Περιφέρεια	B-ORG
Ηπείρου	I-ORG
και	O
η	O
Π.Ε	O
.	O

Την	O
τελευταία	O
του	O
εβδομάδα	O
διανύει	O
το	O
Παγκόσμιο	B-EVENT
Κύπελλο	I-EVENT
της	O
Ρωσίας	B-GPE
,	O
το	O
οποίο	O
έχει	O
χαρακτηριστεί	O
από	O
πολύ	O
αμφίρροπες	O
αναμετρήσεις	O
,	O
ανατροπές	O
της	O
τελευταίας	O
στιγμής	O
,	O
αλλά	O
και	O
σημαντικές	O
αποχωρήσεις	O
παραδοσιακών	O
δυνάμεων	O
του	O
ποδοσφαίρου	O
.	O

Οι	O
ασθενείς	O
που	O
καταγράφηκαν	O
είναι	O
κάτοικοι	O
αστικής	O
περιοχής	O
της	O
Περιφερειακής	B-LOC
Ενότητας	I-LOC
Δυτικής	I-LOC
Αττικής	I-LOC
,	O
ωστόσο	O
οι	O
περιοχές	O
κυκλοφορίας	O
του	O
ιού	O
κατά	O
την	O
τρέχουσα	O
περίοδο	O
δεν	O
μπορούν	O
να	O
προβλεφθούν	O
με	O
ασφάλεια	O
,	O
καθώς	O
η	O
επιδημιολογία	O
του	O
ιού	O
καθορίζεται	O
από	O
πολλούς	O
παράγοντες	O
.	O

«	O
Ο	O
Κώστας	B-PERSON
Πολίτης	I-PERSON
ήταν	O
ο	O
αρχιτέκτονας	O
της	O
κοσμογονίας	O
του	O
‘	O
87	B-DATE
που	O
άλλαξε	O
τον	O
ελληνικό	O
αθλητισμό	O
.	O

Η	O
υπόθεση	O
της	O
δημοπρασίας	O
155	B-CARDINAL
έργων	O
Τέχνης	O
της	O
συλλογής	O
Ιόλα	B-PERSON
στο	O
Ραδιόφωνο	B-ORG
24/7	I-ORG
-	O
Πολιτισμός	O

Το	O
έντονο	O
και	O
υπερβολικό	O
άγχος	O
,	O
από	O
την	O
άλλη	O
πλευρά	O
,	O
δημιουργεί	O
σημαντικά	O
προβλήματα	O
»	O
λέει	O
(	O
ΑΠΕ-ΜΠΕ	B-ORG
)	O
η	O
Μαρία	B-PERSON
Ζαφειροπούλου	I-PERSON
,	O
ομότιμη	O
καθηγήτρια	O
Κλινικής	B-ORG
Ψυχολογίας	I-ORG
στο	O
Πανεπιστήμιο	B-ORG
Θεσσαλίας	I-ORG
.	O

Στη	O
διάρκεια	O
της	O
ζωής	O
του	O
τον	O
«	O
Τιανγκόνγκ-1	B-PRODUCT
»	O
είχαν	O
επισκεφθεί	O
τρεις	B-CARDINAL
κινεζικές	O
αποστολές	O
:	O
η	O
πρώτη	B-ORDINAL
το	O
2011	B-DATE
,	O
ήταν	O
το	O
ρομποτικό	O
διαστημικό	O
σκάφος	O
Shenzhou	B-PRODUCT
και	O
ακολούθησαν	O
άλλες	O
δύο	B-CARDINAL
το	O
2012	B-DATE
και	O
2013	B-DATE
,	O
τα	O
επανδρωμένα	O
σκάφη	O
Shenzhou	B-PRODUCT
9	I-PRODUCT
και	I-PRODUCT
10	I-PRODUCT
αντίστοιχα	O
.	O

Δείτε	O
στο	O
βίντεο	O
πώς	O
εξηγεί	O
αναλυτικά	O
ο	O
Παναγιώτης	B-PERSON
Χριστοδουλάκης	I-PERSON
την	O
καταγγελία	O
του	O
:	O

Δίνοντας	O
στοιχεία	O
για	O
την	O
έρευνά	O
τους	O
που	O
δημοσιεύεται	O
στο	O
περιοδικό	O
«	O
The	B-ORG
Lancet	I-ORG
Psychiatry	I-ORG
»	O
αναφέρουν	O
ότι	O
μελέτησαν	O
61	B-CARDINAL
έρευνες	O
από	O
όλο	O
τον	O
κόσμο	O
,	O
οι	O
οποίες	O
έγιναν	O
μεταξύ	O
1980-2014	B-DATE
και	O
αφορούσαν	O
συνολικά	O
14.555	B-CARDINAL
καπνιστές	O
και	O
273.162	B-CARDINAL
μη	O
καπνιστές	O
.	O

",O
Το,O
Γενικό,B-ORG
Επιτελείο,I-ORG
Στρατού,I-ORG
ανακοινώνει,O
ότι,O
",",O
το,O
Σάββατο,B-DATE
23,I-DATE
Ιουνίου,I-DATE
2018,I-DATE
",",O
και,O
περί,O
ώρα,O
08:50,B-TIME
",",O
στο,O
πλαίσιο,O
άσκησης,B-EVENT
ΤΑΜΣ,I-EVENT
«,I-EVENT
ΝΙΚΗΤΗΣ,I-EVENT
–,I-EVENT
ΔΗΜΗΤΡΑ,I-EVENT
»,I-EVENT
του,O
Γενικού,B-ORG
Επιτελείου,I-ORG
Εθνικής,I-ORG
Φρουράς,I-ORG
(,O
ΓΕΕΦ,B-ORG
),O
",",O
ερπυστριοφόρο,O
όχημα,O
",",O
της,O
Ελληνικής,B-ORG
Δύναμης,I-ORG
Κύπρου,I-ORG
(,O
ΕΛΔΥΚ,B-ORG
),O
",",O
που,O
κινούνταν,O
προς,O
το,O
πεδίο,B-FAC
βολής,I-FAC
«,I-FAC
ΞYΝΤΟΥΣ,I-FAC
»,I-FAC
",",O
ανετράπη,O
της,O
πορείας,O
του,O
με,O
αποτέλεσμα,O
τον,O
ελαφρύ,O
τραυματισμό,O
5,B-CARDINAL
εκ,O
των,O
επιβαινόντων,O
Οπλιτών,B-ORG
Θητείας,I-ORG
",",O
οι,O
οποίοι,O
διακομίσθηκαν,O
προληπτικά,O
για,O
εξετάσεις,O
στο,O
Γενικό,B-ORG
Νοσοκομείο,I-ORG
Λευκωσίας,I-ORG
.,O
Στην,O
απόφαση,O
της,O
Γερμανίας,B-GPE
να,O
βάλει,O
φρένο,O
στην,O
εκταμίευση,O
της,O
δόσης,O
στην,O
Ελλάδα,B-GPE
αναφέρει,O
το,O
Bloomberg,B-ORG
",",O
επισημαίνοντας,O
πως,O
προφανώς,O
δεν,O
είναι,O
το,O
μικρό,O
ποσό,O
",",O
που,O
χάνεται,O
το,O
πρόβλημα,O
.,O
Με,O
συνέντευξή,O
του,O
στο,O
Πρακτορειό,B-ORG
Fm,I-ORG
ο,O
καθηγητής,O
Παθολογίας-Γαστρεντερολογίας,O
της,O
Ιατρικής,B-ORG
Σχολής,I-ORG
του,O
Πανεπιστημίου,B-ORG
Αθηνών,I-ORG
και,O
πρόεδρος,O
της,O
Επιτροπής,O
",",O
Γιώργος,B-PERSON
Παπαθεοδωρίδης,I-PERSON
",",O
εξηγεί,O
ότι,O
«,O
ο,O
ΕΟΠΥΥ,B-ORG
έχει,O
στείλει,O
εντολή,O
στην,O
ΗΔΙΚΑ,B-ORG
",",O
η,O
οποία,O
προβλέπει,O
ότι,O
όταν,O
οποιοσδήποτε,O
γιατρός,O
καταχωρεί,O
επίσκεψη,O
ατόμου,O
που,O
έχει,O
γεννηθεί,O
μεταξύ,O
1945-1980,B-DATE
",",O
θα,O
βγαίνει,O
ειδοποίηση,O
ότι,O
αυτός,O
ο,O
ασθενής,O
πρέπει,O
να,O
ελεγχθεί,O
για,O
ηπατίτιδα,O
C,O
»,O
.,O
Περί,O
τα,O
τέλη,B-DATE
του,I-DATE
1897,I-DATE
ο,O
Λαντστάινερ,B-PERSON
έγινε,O
βοηθός,O
του,O
Πανεπιστημιακού,B-ORG
τμήματος,I-ORG
Παθολογοανατομίας,I-ORG
της,I-ORG
Βιέννης,I-ORG
",",O
υπό,O
τον,O
καθηγητή,O
Άντον,B-PERSON
Βάιχσελμπαουμ,I-PERSON
(,O
Anton,B-PERSON
Weichselbaum,I-PERSON
),O
.,O
Στην,O
ευρύτερη,O
περιοχή,O
Ελληνικού-Αργυρούπολης,B-GPE
εγείρουν,O
δικαιώματα,O
οι,O
κληρονόμοι,O
Νάστου,B-PERSON
.,O
Χθες,B-DATE
η,O
Μακάμπι,B-ORG
απέκτησε,O
τον,O
πρώην,O
γκαρντ,O
της,O
ΑΕΚ,B-ORG
και,O
της,O
Νταρουσάφακα,B-ORG
Σκότι,B-PERSON
Ουίλμπεκιν,I-PERSON
και,O
η,O
πρωταθλήτρια,O
Ευρώπης,B-LOC
Ρεάλ,B-ORG
τον,O
Σλοβένο,B-NORP
σουτέρ,O
Κλέμαν,B-PERSON
Πρέπελιτς,I-PERSON
για,O
δύο,B-DATE
χρόνια,I-DATE
.,O
«,O
Θα,O
είμαι,O
παρών,O
με,O
την,O
Εθνική,B-ORG
τον,O
Σεπτέμβριο,B-DATE
»,O
υπογράμμισε,O
χαρακτηριστικά,O
ο,O
28χρονος,O
διεθνής,O
",",O
ο,O
οποίος,O
χρησιμοποιεί,O
το,O
κλειστό,O
της,O
ΧΑΝΘ,B-ORG
«,O
Μίμης,B-PERSON
Τσικίνας,I-PERSON
»,O
για,O
τις,O
ατομικές,O
προπονήσεις,O
του,O
στην,O
Θεσσαλονίκη,B-GPE
",",O
και,O
συνέχισε,O
:,O
«,O
Είναι,O
κάτι,O
που,O
θέλω,O
.,O
Τι,O
με,O
νοιάζει,O
το,O
2084,B-DATE
ποιοι,O
θα,O
πίνουν,O
νερό,O
έξω,O
στη,O
βρύση,O
;,O
Απ',O
αυτή,O
την,O
άποψη,O
είμαι,O
ήσυχος,O
.,O
Αθήνα,B-GPE
:,O
Ίκαρος,B-ORG
.,O
Τουλάχιστον,O
19,B-CARDINAL
άτομα,O
σκοτώθηκαν,O
",",O
ενώ,O
ακόμη,O
12,B-CARDINAL
τραυματίστηκαν,O
από,O
ισχυρή,O
έκρηξη,O
που,O
προκάλεσε,O
πυρκαγιά,O
σε,O
εργοστάσιο,O
χημικών,O
στην,O
Κίνα,B-GPE
",",O
όπως,O
γνωστοποίησαν,O
οι,O
Αρχές,O
σήμερα,B-DATE
.,O
Οι,O
συλληφθέντες,O
οδηγούνται,O
σήμερα,B-DATE
στον,O
Εισαγγελέα,B-ORG
Πρωτοδικών,I-ORG
Κω,I-ORG
.,O
Επιπλέον,O
",",O
πρέπει,O
να,O
κατανοήσουμε,O
ότι,O
η,O
πιθανότητα,O
αναβολής,O
ή,O
αθέτησης,O
των,O
δεσμεύσεων,O
που,O
έχουν,O
αναληφθεί,O
για,O
πρόσθετα,O
δημοσιονομικά,O
μέτρα,O
το,O
2019,B-DATE
και,O
2020,B-DATE
",",O
πέρα,O
από,O
τη,O
δυσπιστία,O
που,O
θα,O
προκαλέσει,O
στις,O
διεθνείς,O
αγορές,O
",",O
παραπέμπει,O
στις,O
καλένδες,O
και,O
οποιαδήποτε,O
συζήτηση,O
για,O
μείωση,O
της,O
υπερφορολόγησης,O
της,O
εργασίας,O
και,O
των,O
επιχειρήσεων,O
μέσω,O
των,O
περίφημων,O
αντίμετρων,O
»,O
επισημαίνει,O
ο,O
Σύνδεσμος,O
και,O
προειδοποιεί,O
ότι,O
«,O
μια,B-CARDINAL
τέτοια,O
προοπτική,O
επιβεβαιώνει,O
ακόμη,O
περισσότερο,O
το,O
σενάριο,O
«,O
χαμηλών,O
πτήσεων,O
»,O
της,O
οικονομίας,O
για,O
τα,O
επόμενα,O
χρόνια,O
»,O
.,O
Η,O
έκθεση,O
ανοίγει,O
τις,O
πύλες,O
της,O
την,O
Τετάρτη,B-DATE
27,I-DATE
Ιουνίου,I-DATE
2018,I-DATE
",",O
ώρα,O
20.00,B-TIME
",",O
στο,O
Μουσείο,B-ORG
Βυζαντινού,I-ORG
Πολιτισμού,I-ORG
(,O
Λεωφόρος,B-FAC
Στρατού,I-FAC
2,I-FAC
",",O
Θεσσαλονίκη,B-GPE
–,O
τηλ.,O
2313-306400,O
),O
και,O
θα,O
φιλοξενείται,O
μέχρι,O
και,O
τις,O
2,B-DATE
Σεπτεμβρίου,I-DATE
2018,I-DATE
(,O
ώρες,O
λειτουργίας,O
:,O
8.00-20.00,B-TIME
),O
στην,O
Πτέρυγα,O
περιοδικών,O
εκθέσεων,O
«,O
Κυριάκος,B-FAC
Κρόκος,I-FAC
»,O
.,O
Ο,O
59χρονος,O
Αμερικανοϊσραηλινός,B-NORP
τεχνικός,O
επέμενε,O
να,O
περάσουν,O
κάποια,O
ποσά,O
στις,O
πάγιες,O
αποδοχές,O
του,O
και,O
όχι,O
ως,O
μπόνους,O
κατάκτησης,O
στόχων,O
",",O
πριν,O
βάλει,O
την,O
υπογραφή,O
του,O
.,O
Σύμφωνα,O
με,O
τη,O
«,O
La,B-ORG
Repubblica,I-ORG
»,O
",",O
ο,O
Κορόνα,B-PERSON
μπορούσε,O
να,O
χαρακτηριστεί,O
και,O
«,O
βασιλιάς,O
των,O
στοιχημάτων,O
στον,O
ιππόδρομο,O
της,O
Σικελίας,B-GPE
»,O
",",O
ο,O
οποίος,O
τώρα,O
έχει,O
κλείσει,O
με,O
απόφαση,O
των,O
δικαστικών,O
.,O
Στη,O
Σύνοδο,B-EVENT
στη,O
Σόφια,B-GPE
συμφωνήσαμε,O
σε,O
πρόσθετα,O
κονδύλια,O
για,O
